Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:307:14:50:34.400	 37.78886209	 25.70202212
2008:307:14:51:07.200	 37.77643101	 25.69018686
2008:307:14:51:40.000	 37.76401263	 25.67837042
2008:307:14:52:12.800	 37.75160706	 25.66657274
2008:307:14:52:45.600	 37.73921444	 25.65479377
2008:307:14:53:18.400	 37.72683488	 25.64303347
2008:307:14:53:51.200	 37.71446851	 25.63129178
2008:307:14:54:24.000	 37.70211543	 25.61956867
2008:307:14:54:56.800	 37.68977576	 25.60786408
2008:307:14:55:29.600	 37.67744960	 25.59617796
2008:307:14:56:02.400	 37.66513706	 25.58451028
2008:307:14:56:35.200	 37.65283823	 25.57286099
2008:307:14:57:08.000	 37.64055322	 25.56123003
2008:307:14:57:40.800	 37.62828212	 25.54961737
2008:307:14:58:13.600	 37.61602501	 25.53802296
2008:307:14:58:46.400	 37.60378200	 25.52644677
2008:307:14:59:19.200	 37.59155316	 25.51488874
2008:307:14:59:52.000	 37.57933858	 25.50334883
2008:307:15:00:24.800	 37.56713833	 25.49182700
2008:307:15:00:57.600	 37.55495251	 25.48032322
2008:307:15:01:30.400	 37.54278118	 25.46883743
2008:307:15:02:03.200	 37.53062441	 25.45736960
2008:307:15:02:36.000	 37.51848228	 25.44591968
2008:307:15:03:08.800	 37.50635485	 25.43448765
2008:307:15:03:41.600	 37.49424219	 25.42307345
2008:307:15:04:14.400	 37.48214437	 25.41167705
2008:307:15:04:47.200	 37.47006144	 25.40029840
2008:307:15:05:20.000	 37.45799347	 25.38893748
2008:307:15:05:52.800	 37.44594052	 25.37759423
2008:307:15:06:25.600	 37.43390263	 25.36626863
2008:307:15:06:58.400	 37.42187986	 25.35496064
2008:307:15:07:31.200	 37.40987227	 25.34367021
2008:307:15:08:04.000	 37.39787990	 25.33239732
2008:307:15:08:36.800	 37.38590281	 25.32114191
2008:307:15:09:09.600	 37.37394103	 25.30990397
2008:307:15:09:42.400	 37.36199462	 25.29868345
2008:307:15:10:15.200	 37.35006361	 25.28748031
2008:307:15:10:48.000	 37.33814805	 25.27629453
2008:307:15:11:20.800	 37.32624797	 25.26512605
2008:307:15:11:53.600	 37.31436342	 25.25397486
2008:307:15:12:26.400	 37.30249443	 25.24284091
2008:307:15:12:59.200	 37.29064103	 25.23172418
2008:307:15:13:32.000	 37.27880326	 25.22062462
2008:307:15:14:04.800	 37.26698116	 25.20954220
2008:307:15:14:37.600	 37.25517474	 25.19847689
2008:307:15:15:10.400	 37.24338405	 25.18742865
2008:307:15:15:43.200	 37.23160911	 25.17639745
2008:307:15:16:16.000	 37.21984994	 25.16538327
2008:307:15:16:48.800	 37.20810657	 25.15438605
2008:307:15:17:21.600	 37.19637903	 25.14340578
2008:307:15:17:54.400	 37.18466734	 25.13244243
2008:307:15:18:27.200	 37.17297152	 25.12149594
2008:307:15:18:60.000	 37.16129159	 25.11056631
2008:307:15:19:32.800	 37.14962757	 25.09965349
2008:307:15:20:05.600	 37.13797948	 25.08875745
2008:307:15:20:38.400	 37.12634734	 25.07787816
2008:307:15:21:11.200	 37.11473116	 25.06701559
2008:307:15:21:44.000	 37.10313096	 25.05616971
2008:307:15:22:16.800	 37.09154676	 25.04534049
2008:307:15:22:49.600	 37.07997856	 25.03452790
2008:307:15:23:22.400	 37.06842638	 25.02373190
2008:307:15:23:55.200	 37.05689024	 25.01295247
2008:307:15:24:28.000	 37.04537014	 25.00218958
2008:307:15:25:00.800	 37.03386609	 24.99144319
2008:307:15:25:33.600	 37.02237810	 24.98071328
