tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2009:007:16:09:11.484	2009:007:18:29:11.484	57398	-99616	6	6	0	0	96.60	154.61
2009:007:18:29:11.484	2009:007:20:42:32.246	57398	-99616	6	6	0	0	96.60	154.58
2009:007:20:42:32.246	2009:007:20:42:42.497	57397	-99616	6	6	0	0	96.60	154.58
2009:007:20:42:42.497	2009:007:20:47:42.497	57397	-99616	6	6	0	0	96.60	154.55
2009:007:20:47:42.497	2009:007:20:52:42.497	57397	-99616	6	6	0	0	96.60	154.55
2009:007:20:52:42.497	2009:007:20:57:42.497	57397	-99616	6	6	0	0	96.60	154.59
2009:007:20:57:42.497	2009:007:21:02:42.497	57397	-99616	6	6	0	0	96.60	154.72
2009:007:21:02:42.497	2009:007:21:07:42.497	57397	-99616	6	6	0	0	96.60	154.93
2009:007:21:07:42.497	2009:007:21:12:42.497	57397	-99616	6	6	0	0	96.60	155.18
2009:007:21:12:42.497	2009:007:21:17:42.497	57397	-99616	6	6	0	0	96.60	155.44
2009:007:21:17:42.497	2009:007:21:22:42.497	57397	-99616	6	6	0	0	96.60	155.67
2009:007:21:22:42.497	2009:007:21:27:42.497	57397	-99616	6	6	0	0	96.60	155.83
2009:007:21:27:42.497	2009:007:21:31:13.856	57397	-99616	6	6	0	0	96.60	155.89
2009:007:21:31:13.856	2009:007:23:31:13.856	57397	-99616	6	6	0	0	96.60	155.90
2009:007:23:31:13.856	2009:008:00:35:33.603	57397	-99616	6	6	0	0	96.60	155.90
2009:008:00:35:33.603	2009:008:00:35:37.603	57397	-99616	6	6	0	0	96.60	155.90
2009:008:00:35:37.603	2009:008:00:35:41.603	57397	-99616	6	6	0	0	96.60	155.90
2009:008:00:35:41.603	2009:008:00:36:05.603	57397	-99616	0	0	1	0	40.00	155.90
2009:008:00:36:05.603	2009:008:00:37:08.603	57397	-99616	6	6	1	0	118.00	155.90
2009:008:00:37:08.603	2009:008:01:31:13.856	57397	-99616	6	6	1	1	129.00	155.90
2009:008:01:31:13.856	2009:008:03:19:13.603	57397	-99616	6	6	1	1	129.00	155.91
2009:008:03:19:13.603	2009:008:03:22:13.603	57397	-99616	6	6	1	0	118.00	155.91
2009:008:03:22:13.603	2009:008:03:22:23.854	09227	-99616	6	6	1	0	118.00	155.91
2009:008:03:22:23.854	2009:008:03:22:38.603	09227	-99616	6	6	1	0	118.00	155.92
2009:008:03:22:38.603	2009:008:03:25:13.603	09227	75624	6	6	1	0	118.00	155.92
2009:008:03:25:13.603	2009:008:03:25:17.603	09227	75624	6	6	1	0	118.00	155.92
2009:008:03:25:17.603	2009:008:03:25:21.603	09227	75624	6	6	1	0	118.00	155.92
2009:008:03:25:21.603	2009:008:03:25:45.603	09227	75624	0	0	1	0	40.00	155.92
2009:008:03:25:45.603	2009:008:03:26:52.603	09227	75624	5	5	1	0	112.30	155.92
2009:008:03:26:52.603	2009:008:03:27:23.854	09227	75624	5	5	1	1	113.90	155.92
2009:008:03:27:23.854	2009:008:03:32:23.854	09227	75624	5	5	1	1	113.90	151.49
2009:008:03:32:23.854	2009:008:03:37:23.854	09227	75624	5	5	1	1	113.90	136.16
2009:008:03:37:23.854	2009:008:03:42:23.854	09227	75624	5	5	1	1	113.90	114.44
2009:008:03:42:23.854	2009:008:03:47:07.776	09227	75624	5	5	1	1	113.90	99.72
2009:008:03:47:07.776	2009:008:05:17:07.776	09227	75624	5	5	1	1	113.90	95.80
2009:008:05:17:07.776	2009:008:06:38:07.520	09227	75624	5	5	1	1	113.90	95.82
