Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:363:23:51:12.492	 31.06151450	 15.64996190
2008:363:23:51:45.292	 31.05796261	 15.64581064
2008:363:23:52:18.092	 31.05439637	 15.64166774
2008:363:23:52:50.892	 31.05081633	 15.63753312
2008:363:23:53:23.692	 31.04722303	 15.63340673
2008:363:23:53:56.492	 31.04361698	 15.62928849
2008:363:23:54:29.292	 31.03999868	 15.62517835
2008:363:23:55:02.092	 31.03636862	 15.62107624
2008:363:23:55:34.892	 31.03272728	 15.61698210
2008:363:23:56:07.692	 31.02907512	 15.61289587
2008:363:23:56:40.492	 31.02541260	 15.60881749
2008:363:23:57:13.292	 31.02174015	 15.60474692
2008:363:23:57:46.092	 31.01805819	 15.60068408
2008:363:23:58:18.892	 31.01436715	 15.59662893
2008:363:23:58:51.692	 31.01066743	 15.59258142
2008:363:23:59:24.492	 31.00695941	 15.58854149
2008:363:23:59:57.292	 31.00324349	 15.58450910
2008:364:00:00:30.092	 30.99952003	 15.58048419
2008:364:00:01:02.892	 30.99578939	 15.57646671
2008:364:00:01:35.692	 30.99205193	 15.57245662
2008:364:00:02:08.492	 30.98830798	 15.56845388
2008:364:00:02:41.292	 30.98455789	 15.56445843
2008:364:00:03:14.092	 30.98080197	 15.56047023
2008:364:00:03:46.892	 30.97704054	 15.55648924
2008:364:00:04:19.692	 30.97327391	 15.55251542
2008:364:00:04:52.492	 30.96950237	 15.54854873
2008:364:00:05:25.292	 30.96572621	 15.54458912
2008:364:00:05:58.092	 30.96194571	 15.54063655
2008:364:00:06:30.892	 30.95816115	 15.53669099
2008:364:00:07:03.692	 30.95437279	 15.53275240
2008:364:00:07:36.492	 30.95058090	 15.52882074
2008:364:00:08:09.292	 30.94678572	 15.52489598
2008:364:00:08:42.092	 30.94298751	 15.52097807
2008:364:00:09:14.892	 30.93918648	 15.51706699
2008:364:00:09:47.692	 30.93538289	 15.51316269
2008:364:00:10:20.492	 30.93157696	 15.50926515
2008:364:00:10:53.292	 30.92776889	 15.50537434
2008:364:00:11:26.092	 30.92395892	 15.50149021
2008:364:00:11:58.892	 30.92014723	 15.49761274
2008:364:00:12:31.692	 30.91633404	 15.49374190
2008:364:00:13:04.492	 30.91251955	 15.48987766
2008:364:00:13:37.292	 30.90870393	 15.48601998
2008:364:00:14:10.092	 30.90488737	 15.48216885
2008:364:00:14:42.892	 30.90107007	 15.47832422
2008:364:00:15:15.692	 30.89725218	 15.47448607
2008:364:00:15:48.492	 30.89343388	 15.47065438
2008:364:00:16:21.292	 30.88961534	 15.46682911
2008:364:00:16:54.092	 30.88579671	 15.46301024
2008:364:00:17:26.892	 30.88197815	 15.45919774
2008:364:00:17:59.692	 30.87815982	 15.45539160
2008:364:00:18:32.492	 30.87434186	 15.45159177
2008:364:00:19:05.292	 30.87052441	 15.44779824
2008:364:00:19:38.092	 30.86670761	 15.44401099
2008:364:00:20:10.892	 30.86289160	 15.44022999
2008:364:00:20:43.692	 30.85907651	 15.43645521
2008:364:00:21:16.492	 30.85526246	 15.43268664
2008:364:00:21:49.292	 30.85144959	 15.42892424
2008:364:00:22:22.092	 30.84763801	 15.42516801
2008:364:00:22:54.892	 30.84382783	 15.42141791
2008:364:00:23:27.692	 30.84001918	 15.41767392
2008:364:00:24:00.492	 30.83621216	 15.41393603
2008:364:00:24:33.292	 30.83240688	 15.41020422
2008:364:00:25:06.092	 30.82860344	 15.40647845
2008:364:00:25:38.892	 30.82480195	 15.40275872
2008:364:00:26:11.692	 30.82100250	 15.39904500
2008:364:00:26:44.492	 30.81720519	 15.39533727
2008:364:00:27:17.292	 30.81341011	 15.39163552
2008:364:00:27:50.092	 30.80961736	 15.38793972
2008:364:00:28:22.892	 30.80582701	 15.38424986
2008:364:00:28:55.692	 30.80203916	 15.38056591
2008:364:00:29:28.492	 30.79825388	 15.37688787
2008:364:00:30:01.292	 30.79447125	 15.37321571
2008:364:00:30:34.092	 30.79069136	 15.36954941
2008:364:00:31:06.892	 30.78691428	 15.36588896
2008:364:00:31:39.692	 30.78314008	 15.36223434
2008:364:00:32:12.492	 30.77936884	 15.35858553
2008:364:00:32:45.292	 30.77560061	 15.35494253
2008:364:00:33:18.092	 30.77183547	 15.35130530
2008:364:00:33:50.892	 30.76807349	 15.34767384
2008:364:00:34:23.692	 30.76431472	 15.34404812
2008:364:00:34:56.492	 30.76055923	 15.34042814
2008:364:00:35:29.292	 30.75680707	 15.33681388
2008:364:00:36:02.092	 30.75305830	 15.33320532
2008:364:00:36:34.892	 30.74931298	 15.32960245
2008:364:00:37:07.692	 30.74557117	 15.32600525
2008:364:00:37:40.492	 30.74183291	 15.32241371
2008:364:00:38:13.292	 30.73809825	 15.31882781
2008:364:00:38:46.092	 30.73436725	 15.31524754
2008:364:00:39:18.892	 30.73063994	 15.31167289
2008:364:00:39:51.692	 30.72691639	 15.30810384
2008:364:00:40:24.492	 30.72319663	 15.30454037
2008:364:00:40:57.292	 30.71948070	 15.30098248
2008:364:00:41:30.092	 30.71576864	 15.29743015
2008:364:00:42:02.892	 30.71206051	 15.29388337
2008:364:00:42:35.692	 30.70835633	 15.29034212
2008:364:00:43:08.492	 30.70465614	 15.28680640
2008:364:00:43:41.292	 30.70095999	 15.28327618
2008:364:00:44:14.092	 30.69726790	 15.27975146
2008:364:00:44:46.892	 30.69357991	 15.27623222
2008:364:00:45:19.692	 30.68989605	 15.27271845
2008:364:00:45:52.492	 30.68621636	 15.26921014
2008:364:00:46:25.292	 30.68254087	 15.26570727
2008:364:00:46:58.092	 30.67886960	 15.26220984
2008:364:00:47:30.892	 30.67520259	 15.25871783
2008:364:00:48:03.692	 30.67153986	 15.25523123
2008:364:00:48:36.492	 30.66788144	 15.25175003
2008:364:00:49:09.292	 30.66422736	 15.24827422
2008:364:00:49:42.092	 30.66057764	 15.24480378
2008:364:00:50:14.892	 30.65693230	 15.24133871
2008:364:00:50:47.692	 30.65329138	 15.23787899
2008:364:00:51:20.492	 30.64965489	 15.23442461
2008:364:00:51:53.292	 30.64602285	 15.23097556
2008:364:00:52:26.092	 30.64239529	 15.22753183
2008:364:00:52:58.892	 30.63877222	 15.22409341
2008:364:00:53:31.692	 30.63515366	 15.22066028
2008:364:00:54:04.492	 30.63153964	 15.21723245
2008:364:00:54:37.292	 30.62793017	 15.21380989
2008:364:00:55:10.092	 30.62432527	 15.21039259
2008:364:00:55:42.892	 30.62072496	 15.20698055
2008:364:00:56:15.692	 30.61712924	 15.20357376
2008:364:00:56:48.492	 30.61353815	 15.20017220
2008:364:00:57:21.292	 30.60995168	 15.19677587
2008:364:00:57:54.092	 30.60636986	 15.19338475
2008:364:00:58:26.892	 30.60279270	 15.18999883
2008:364:00:58:59.692	 30.59922021	 15.18661811
2008:364:00:59:32.492	 30.59565241	 15.18324257
2008:364:01:00:05.292	 30.59208930	 15.17987221
2008:364:01:00:38.092	 30.58853090	 15.17650701
2008:364:01:01:10.892	 30.58497722	 15.17314697
2008:364:01:01:43.692	 30.58142827	 15.16979208
2008:364:01:02:16.492	 30.57788406	 15.16644232
2008:364:01:02:49.292	 30.57434460	 15.16309768
2008:364:01:03:22.092	 30.57080989	 15.15975817
2008:364:01:03:54.892	 30.56727995	 15.15642376
2008:364:01:04:27.692	 30.56721209	 15.15635965
2008:364:01:05:00.492	 30.56374242	 15.15308377
2008:364:01:05:33.292	 30.56022210	 15.14976059
2008:364:01:06:06.092	 30.55670658	 15.14644249
2008:364:01:06:38.892	 30.55319589	 15.14312945
2008:364:01:07:11.692	 30.54969002	 15.13982148
2008:364:01:07:44.492	 30.54618900	 15.13651857
2008:364:01:08:17.292	 30.54269281	 15.13322070
2008:364:01:08:50.092	 30.53920147	 15.12992785
2008:364:01:09:22.892	 30.53571497	 15.12664003
2008:364:01:09:55.692	 30.53223331	 15.12335722
2008:364:01:10:28.492	 30.52875652	 15.12007942
2008:364:01:11:01.292	 30.52528457	 15.11680661
2008:364:01:11:34.092	 30.52181749	 15.11353878
2008:364:01:12:06.892	 30.51835527	 15.11027594
2008:364:01:12:39.692	 30.51489792	 15.10701806
2008:364:01:13:12.492	 30.51144543	 15.10376514
2008:364:01:13:45.292	 30.50799782	 15.10051718
2008:364:01:14:18.092	 30.50455507	 15.09727416
2008:364:01:14:50.892	 30.50111720	 15.09403608
2008:364:01:15:23.692	 30.49768421	 15.09080292
2008:364:01:15:56.492	 30.49425609	 15.08757468
2008:364:01:16:29.292	 30.49083285	 15.08435135
2008:364:01:17:02.092	 30.48741448	 15.08113293
2008:364:01:17:34.892	 30.48400100	 15.07791940
2008:364:01:18:07.692	 30.48059239	 15.07471075
2008:364:01:18:40.492	 30.47718866	 15.07150698
2008:364:01:19:13.292	 30.47378981	 15.06830808
2008:364:01:19:46.092	 30.47039584	 15.06511404
2008:364:01:20:18.892	 30.46700674	 15.06192486
2008:364:01:20:51.692	 30.46362252	 15.05874052
2008:364:01:21:24.492	 30.46024318	 15.05556101
2008:364:01:21:57.292	 30.45686872	 15.05238634
2008:364:01:22:30.092	 30.45349912	 15.04921649
2008:364:01:23:02.892	 30.45013440	 15.04605145
2008:364:01:23:35.692	 30.44677455	 15.04289122
2008:364:01:24:08.492	 30.44341957	 15.03973578
2008:364:01:24:41.292	 30.44006946	 15.03658513
2008:364:01:25:14.092	 30.43672421	 15.03343927
2008:364:01:25:46.892	 30.43338383	 15.03029818
2008:364:01:26:19.692	 30.43004831	 15.02716185
2008:364:01:26:52.492	 30.42671764	 15.02403029
2008:364:01:27:25.292	 30.42339183	 15.02090347
2008:364:01:27:58.092	 30.42007088	 15.01778140
2008:364:01:28:30.892	 30.41675478	 15.01466407
2008:364:01:29:03.692	 30.41344352	 15.01155146
2008:364:01:29:36.492	 30.41013711	 15.00844357
