tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2010:001:21:40:46.233	2010:001:21:40:50.233	11071	92904	6	6	1	0	118.00	103.82
2010:001:21:40:50.233	2010:001:21:40:54.233	11071	92904	6	6	1	0	118.00	103.82
2010:001:21:40:54.233	2010:001:21:41:18.233	11071	92904	0	0	1	0	40.00	103.82
2010:001:21:41:18.233	2010:001:21:42:06.484	11071	92904	6	6	1	0	118.00	103.82
2010:001:21:42:06.484	2010:001:21:42:25.233	11071	92904	6	6	1	0	118.00	101.20
2010:001:21:42:25.233	2010:001:21:46:16.484	11071	92904	6	6	1	1	129.00	101.20
2010:001:21:46:16.484	2010:001:21:50:26.484	11071	92904	6	6	1	1	129.00	91.81
2010:001:21:50:26.484	2010:001:21:54:36.484	11071	92904	6	6	1	1	129.00	77.60
2010:001:21:54:36.484	2010:001:21:58:17.932	11071	92904	6	6	1	1	129.00	68.76
2010:001:21:58:17.932	2010:001:22:23:57.233	11071	92904	6	6	1	1	129.00	66.69
2010:001:22:23:57.233	2010:001:22:24:07.484	11071	75624	6	6	1	0	118.00	66.69
2010:001:22:24:07.484	2010:001:22:26:57.233	11071	75624	6	6	1	0	118.00	66.68
