Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2009:270:20:54:48.787	 41.04901106	 28.16082158
2009:270:20:55:21.587	 41.06322888	 28.17406659
2009:270:20:55:54.387	 41.07742610	 28.18729239
2009:270:20:56:27.187	 41.09160275	 28.20049902
2009:270:20:56:59.987	 41.10575885	 28.21368651
2009:270:20:57:32.787	 41.11989444	 28.22685488
2009:270:20:58:05.587	 41.13400955	 28.24000415
2009:270:20:58:38.387	 41.14810420	 28.25313437
2009:270:20:59:11.187	 41.16217843	 28.26624555
2009:270:20:59:43.987	 41.17623226	 28.27933772
2009:270:21:00:16.787	 41.19026572	 28.29241092
2009:270:21:00:49.587	 41.20427885	 28.30546516
2009:270:21:01:22.387	 41.21827167	 28.31850047
2009:270:21:01:55.187	 41.23224422	 28.33151689
2009:270:21:02:27.987	 41.24619651	 28.34451445
2009:270:21:03:00.787	 41.26012858	 28.35749315
2009:270:21:03:33.587	 41.27404047	 28.37045305
2009:270:21:04:06.387	 41.28793219	 28.38339415
2009:270:21:04:39.187	 41.30180378	 28.39631650
2009:270:21:05:11.987	 41.31565527	 28.40922011
2009:270:21:05:44.787	 41.32948668	 28.42210502
2009:270:21:06:17.587	 41.34329805	 28.43497125
2009:270:21:06:50.387	 41.35708940	 28.44781882
2009:270:21:07:23.187	 41.37086076	 28.46064778
2009:270:21:07:55.987	 41.38461217	 28.47345813
2009:270:21:08:28.787	 41.39834364	 28.48624991
2009:270:21:09:01.587	 41.41205521	 28.49902315
2009:270:21:09:34.387	 41.42574692	 28.51177788
2009:270:21:10:07.187	 41.43941878	 28.52451411
2009:270:21:10:39.987	 41.45307082	 28.53723188
2009:270:21:11:12.787	 41.46670308	 28.54993121
2009:270:21:11:45.587	 41.48031558	 28.56261214
2009:270:21:12:18.387	 41.49390835	 28.57527468
2009:270:21:12:51.187	 41.50748142	 28.58791886
2009:270:21:13:23.987	 41.52103482	 28.60054472
2009:270:21:13:56.787	 41.53456857	 28.61315227
2009:270:21:14:29.587	 41.54808271	 28.62574154
2009:270:21:15:02.387	 41.56157726	 28.63831257
2009:270:21:15:35.187	 41.57505226	 28.65086537
2009:270:21:16:07.987	 41.58850772	 28.66339997
2009:270:21:16:40.787	 41.60194368	 28.67591641
2009:270:21:17:13.587	 41.61536017	 28.68841470
2009:270:21:17:46.387	 41.62875721	 28.70089487
2009:270:21:18:19.187	 41.64213484	 28.71335695
2009:270:21:18:51.987	 41.65549307	 28.72580096
2009:270:21:19:24.787	 41.66883195	 28.73822693
2009:270:21:19:57.587	 41.68215149	 28.75063490
2009:270:21:20:30.387	 41.69545172	 28.76302487
2009:270:21:21:03.187	 41.70873268	 28.77539688
2009:270:21:21:35.987	 41.72199438	 28.78775096
2009:270:21:22:08.787	 41.73523687	 28.80008713
2009:270:21:22:41.587	 41.74846016	 28.81240542
2009:270:21:23:14.387	 41.76166429	 28.82470585
2009:270:21:23:47.187	 41.77484927	 28.83698844
2009:270:21:24:19.987	 41.78801515	 28.84925324
2009:270:21:24:52.787	 41.80116194	 28.86150025
2009:270:21:25:25.587	 41.81428968	 28.87372951
2009:270:21:25:58.387	 41.82739838	 28.88594104
2009:270:21:26:31.187	 41.84048809	 28.89813487
2009:270:21:27:03.987	 41.85355883	 28.91031102
2009:270:21:27:36.787	 41.86661062	 28.92246952
2009:270:21:28:09.587	 41.87964349	 28.93461040
2009:270:21:28:42.387	 41.89265747	 28.94673367
2009:270:21:29:15.187	 41.90565258	 28.95883938
2009:270:21:29:47.987	 41.91862886	 28.97092753
2009:270:21:30:20.787	 41.93158634	 28.98299816
2009:270:21:30:53.587	 41.94452503	 28.99505129
2009:270:21:31:26.387	 41.95744496	 29.00708695
2009:270:21:31:59.187	 41.97034617	 29.01910516
2009:270:21:32:31.987	 41.98322868	 29.03110595
2009:270:21:33:04.787	 41.99609251	 29.04308935
2009:270:21:33:37.587	 42.00893770	 29.05505537
2009:270:21:34:10.387	 42.02176427	 29.06700404
2009:270:21:34:43.187	 42.03457225	 29.07893540
2009:270:21:35:15.987	 42.04736166	 29.09084946
2009:270:21:35:48.787	 42.06013254	 29.10274624
2009:270:21:36:21.587	 42.07288490	 29.11462579
